text,sentiment
"Bad experience, would not recommend 520",Negative
"Poor quality, very unhappy 520",Negative
"Worst purchase ever, regret buying 520",Negative
I love this product! It's amazing! 521,Positive
"Great experience, highly recommended 521",Positive
"Wonderful service, very satisfied 521",Positive
"Excellent quality, best purchase ever 521",Positive
"Fantastic, I'm so happy with this 521",Positive
"Terrible product, waste of money 521",Negative
"Very disappointed, not worth it 521",Negative
"Bad experience, would not recommend 521",Negative
"Poor quality, very unhappy 521",Negative
"Worst purchase ever, regret buying 521",Negative
I love this product! It's amazing! 522,Positive
"Great experience, highly recommended 522",Positive
"Wonderful service, very satisfied 522",Positive
"Excellent quality, best purchase ever 522",Positive
"Fantastic, I'm so happy with this 522",Positive
"Terrible product, waste of money 522",Negative
"Very disappointed, not worth it 522",Negative
"Bad experience, would not recommend 522",Negative
"Poor quality, very unhappy 522",Negative
"Worst purchase ever, regret buying 522",Negative
I love this product! It's amazing! 523,Positive
"Great experience, highly recommended 523",Positive
"Wonderful service, very satisfied 523",Positive
"Excellent quality, best purchase ever 523",Positive
"Fantastic, I'm so happy with this 523",Positive
"Terrible product, waste of money 523",Negative
"Very disappointed, not worth it 523",Negative
"Bad experience, would not recommend 523",Negative
"Poor quality, very unhappy 523",Negative
"Worst purchase ever, regret buying 523",Negative
I love this product! It's amazing! 524,Positive
"Great experience, highly recommended 524",Positive
"Wonderful service, very satisfied 524",Positive
"Excellent quality, best purchase ever 524",Positive
"Fantastic, I'm so happy with this 524",Positive
"Terrible product, waste of money 524",Negative
"Very disappointed, not worth it 524",Negative
"Bad experience, would not recommend 524",Negative
"Poor quality, very unhappy 524",Negative
"Worst purchase ever, regret buying 524",Negative
I love this product! It's amazing! 525,Positive
"Great experience, highly recommended 525",Positive
"Wonderful service, very satisfied 525",Positive
"Excellent quality, best purchase ever 525",Positive
"Fantastic, I'm so happy with this 525",Positive
"Terrible product, waste of money 525",Negative
"Very disappointed, not worth it 525",Negative
"Bad experience, would not recommend 525",Negative
"Poor quality, very unhappy 525",Negative
"Worst purchase ever, regret buying 525",Negative
I love this product! It's amazing! 526,Positive
"Great experience, highly recommended 526",Positive
"Wonderful service, very satisfied 526",Positive
"Excellent quality, best purchase ever 526",Positive
"Fantastic, I'm so happy with this 526",Positive
"Terrible product, waste of money 526",Negative
"Very disappointed, not worth it 526",Negative
"Bad experience, would not recommend 526",Negative
"Poor quality, very unhappy 526",Negative
"Worst purchase ever, regret buying 526",Negative
I love this product! It's amazing! 527,Positive
"Great experience, highly recommended 527",Positive
"Wonderful service, very satisfied 527",Positive
"Excellent quality, best purchase ever 527",Positive
"Fantastic, I'm so happy with this 527",Positive
"Terrible product, waste of money 527",Negative
"Very disappointed, not worth it 527",Negative
"Bad experience, would not recommend 527",Negative
"Poor quality, very unhappy 527",Negative
"Worst purchase ever, regret buying 527",Negative
I love this product! It's amazing! 528,Positive
"Great experience, highly recommended 528",Positive
"Wonderful service, very satisfied 528",Positive
"Excellent quality, best purchase ever 528",Positive
"Fantastic, I'm so happy with this 528",Positive
"Terrible product, waste of money 528",Negative
"Very disappointed, not worth it 528",Negative
"Bad experience, would not recommend 528",Negative
"Poor quality, very unhappy 528",Negative
"Worst purchase ever, regret buying 528",Negative
I love this product! It's amazing! 529,Positive
"Great experience, highly recommended 529",Positive
"Wonderful service, very satisfied 529",Positive
"Excellent quality, best purchase ever 529",Positive
"Fantastic, I'm so happy with this 529",Positive
"Terrible product, waste of money 529",Negative
"Very disappointed, not worth it 529",Negative
"Bad experience, would not recommend 529",Negative
"Poor quality, very unhappy 529",Negative
"Worst purchase ever, regret buying 529",Negative
I love this product! It's amazing! 530,Positive
"Great experience, highly recommended 530",Positive
"Wonderful service, very satisfied 530",Positive
"Excellent quality, best purchase ever 530",Positive
"Fantastic, I'm so happy with this 530",Positive
"Terrible product, waste of money 530",Negative
"Very disappointed, not worth it 530",Negative
"Bad experience, would not recommend 530",Negative
"Poor quality, very unhappy 530",Negative
"Worst purchase ever, regret buying 530",Negative
I love this product! It's amazing! 531,Positive
"Great experience, highly recommended 531",Positive
"Wonderful service, very satisfied 531",Positive
"Excellent quality, best purchase ever 531",Positive
"Fantastic, I'm so happy with this 531",Positive
"Terrible product, waste of money 531",Negative
"Very disappointed, not worth it 531",Negative
"Bad experience, would not recommend 531",Negative
"Poor quality, very unhappy 531",Negative
"Worst purchase ever, regret buying 531",Negative
I love this product! It's amazing! 532,Positive
"Great experience, highly recommended 532",Positive
"Wonderful service, very satisfied 532",Positive
"Excellent quality, best purchase ever 532",Positive
"Fantastic, I'm so happy with this 532",Positive
"Terrible product, waste of money 532",Negative
"Very disappointed, not worth it 532",Negative
"Bad experience, would not recommend 532",Negative
"Poor quality, very unhappy 532",Negative
"Worst purchase ever, regret buying 532",Negative
I love this product! It's amazing! 533,Positive
"Great experience, highly recommended 533",Positive
"Wonderful service, very satisfied 533",Positive
"Excellent quality, best purchase ever 533",Positive
"Fantastic, I'm so happy with this 533",Positive
"Terrible product, waste of money 533",Negative
"Very disappointed, not worth it 533",Negative
"Bad experience, would not recommend 533",Negative
"Poor quality, very unhappy 533",Negative
"Worst purchase ever, regret buying 533",Negative
I love this product! It's amazing! 534,Positive
"Great experience, highly recommended 534",Positive
"Wonderful service, very satisfied 534",Positive
"Excellent quality, best purchase ever 534",Positive
"Fantastic, I'm so happy with this 534",Positive
"Terrible product, waste of money 534",Negative
"Very disappointed, not worth it 534",Negative
"Bad experience, would not recommend 534",Negative
"Poor quality, very unhappy 534",Negative
"Worst purchase ever, regret buying 534",Negative
I love this product! It's amazing! 535,Positive
"Great experience, highly recommended 535",Positive
"Wonderful service, very satisfied 535",Positive
"Excellent quality, best purchase ever 535",Positive
"Fantastic, I'm so happy with this 535",Positive
"Terrible product, waste of money 535",Negative
"Very disappointed, not worth it 535",Negative
"Bad experience, would not recommend 535",Negative
"Poor quality, very unhappy 535",Negative
"Worst purchase ever, regret buying 535",Negative
I love this product! It's amazing! 536,Positive
"Great experience, highly recommended 536",Positive
"Wonderful service, very satisfied 536",Positive
"Excellent quality, best purchase ever 536",Positive
"Fantastic, I'm so happy with this 536",Positive
"Terrible product, waste of money 536",Negative
"Very disappointed, not worth it 536",Negative
"Bad experience, would not recommend 536",Negative
"Poor quality, very unhappy 536",Negative
"Worst purchase ever, regret buying 536",Negative
I love this product! It's amazing! 537,Positive
"Great experience, highly recommended 537",Positive
"Wonderful service, very satisfied 537",Positive
"Excellent quality, best purchase ever 537",Positive
"Fantastic, I'm so happy with this 537",Positive
"Terrible product, waste of money 537",Negative
"Very disappointed, not worth it 537",Negative
"Bad experience, would not recommend 537",Negative
"Poor quality, very unhappy 537",Negative
"Worst purchase ever, regret buying 537",Negative
I love this product! It's amazing! 538,Positive
"Great experience, highly recommended 538",Positive
"Wonderful service, very satisfied 538",Positive
"Excellent quality, best purchase ever 538",Positive
"Fantastic, I'm so happy with this 538",Positive
"Terrible product, waste of money 538",Negative
"Very disappointed, not worth it 538",Negative
"Bad experience, would not recommend 538",Negative
"Poor quality, very unhappy 538",Negative
"Worst purchase ever, regret buying 538",Negative
I love this product! It's amazing! 539,Positive
"Great experience, highly recommended 539",Positive
